priority,category,asset_id,incoming_path,expected_size,transparent,prompt,negative_prompt
batch_a_style_lock,support,greenfield_p0_style_mother,01_mother_images/style/greenfield_p0_style_mother.png,1200x760,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create greenfield_p0_style_mother; exact canvas 1200x760 px; fully opaque complete review image.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,mountain_ysort_props_structures,02_runtime_exports/regions/mountain/layers/mountain_ysort_props_structures.png,1800x1200,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for mountain_ysort_props_structures; exact canvas 1800x1200 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,mountain_foreground_occlusion,02_runtime_exports/regions/mountain/layers/mountain_foreground_occlusion.png,1800x1200,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for mountain_foreground_occlusion; exact canvas 1800x1200 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,mountain_shadow_overlay,02_runtime_exports/regions/mountain/layers/mountain_shadow_overlay.png,1800x1200,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for mountain_shadow_overlay; exact canvas 1800x1200 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,mountain_light_weather_overlay_spring,02_runtime_exports/regions/mountain/layers/mountain_light_weather_overlay_spring.png,1800x1200,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for mountain_light_weather_overlay_spring; exact canvas 1800x1200 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,mountain_light_weather_overlay_summer,02_runtime_exports/regions/mountain/layers/mountain_light_weather_overlay_summer.png,1800x1200,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for mountain_light_weather_overlay_summer; exact canvas 1800x1200 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,mountain_light_weather_overlay_autumn,02_runtime_exports/regions/mountain/layers/mountain_light_weather_overlay_autumn.png,1800x1200,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for mountain_light_weather_overlay_autumn; exact canvas 1800x1200 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,mountain_light_weather_overlay_winter,02_runtime_exports/regions/mountain/layers/mountain_light_weather_overlay_winter.png,1800x1200,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for mountain_light_weather_overlay_winter; exact canvas 1800x1200 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_mother,cliff_view_painted_source,01_mother_images/regions/cliff_view/cliff_view_painted_source.png,1500x1000,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint a complete region source/review mother for cliff_view_painted_source; exact canvas 1500x1000 px; fully opaque complete review image; believable village-space layout, readable roads, props beside paths, no impossible overlaps.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_base_ground,02_runtime_exports/regions/cliff_view/layers/cliff_view_base_ground.png,1500x1000,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_base_ground; exact canvas 1500x1000 px; fully opaque complete review image; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_terrain_details,02_runtime_exports/regions/cliff_view/layers/cliff_view_terrain_details.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_terrain_details; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_behind_player_structures,02_runtime_exports/regions/cliff_view/layers/cliff_view_behind_player_structures.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_behind_player_structures; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_ysort_props_structures,02_runtime_exports/regions/cliff_view/layers/cliff_view_ysort_props_structures.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_ysort_props_structures; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_foreground_occlusion,02_runtime_exports/regions/cliff_view/layers/cliff_view_foreground_occlusion.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_foreground_occlusion; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_shadow_overlay,02_runtime_exports/regions/cliff_view/layers/cliff_view_shadow_overlay.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_shadow_overlay; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_light_weather_overlay_spring,02_runtime_exports/regions/cliff_view/layers/cliff_view_light_weather_overlay_spring.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_light_weather_overlay_spring; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_light_weather_overlay_summer,02_runtime_exports/regions/cliff_view/layers/cliff_view_light_weather_overlay_summer.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_light_weather_overlay_summer; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_light_weather_overlay_autumn,02_runtime_exports/regions/cliff_view/layers/cliff_view_light_weather_overlay_autumn.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_light_weather_overlay_autumn; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,cliff_view_light_weather_overlay_winter,02_runtime_exports/regions/cliff_view/layers/cliff_view_light_weather_overlay_winter.png,1500x1000,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for cliff_view_light_weather_overlay_winter; exact canvas 1500x1000 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_idle_down,02_runtime_exports/characters/player/chr_player_base_idle_down_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_idle_down; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_idle_down_right,02_runtime_exports/characters/player/chr_player_base_idle_down_right_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_idle_down_right; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_idle_right,02_runtime_exports/characters/player/chr_player_base_idle_right_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_idle_right; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_idle_up_right,02_runtime_exports/characters/player/chr_player_base_idle_up_right_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_idle_up_right; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_idle_up,02_runtime_exports/characters/player/chr_player_base_idle_up_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_idle_up; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_idle_up_left,02_runtime_exports/characters/player/chr_player_base_idle_up_left_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_idle_up_left; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_idle_left,02_runtime_exports/characters/player/chr_player_base_idle_left_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_idle_left; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_idle_down_left,02_runtime_exports/characters/player/chr_player_base_idle_down_left_128.png,128x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_idle_down_left; exact canvas 128x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_walk_down,02_runtime_exports/characters/player/chr_player_base_walk_down_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_walk_down; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_walk_down_right,02_runtime_exports/characters/player/chr_player_base_walk_down_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_walk_down_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_walk_right,02_runtime_exports/characters/player/chr_player_base_walk_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_walk_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_walk_up_right,02_runtime_exports/characters/player/chr_player_base_walk_up_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_walk_up_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_walk_up,02_runtime_exports/characters/player/chr_player_base_walk_up_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_walk_up; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_walk_up_left,02_runtime_exports/characters/player/chr_player_base_walk_up_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_walk_up_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_walk_left,02_runtime_exports/characters/player/chr_player_base_walk_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_walk_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_walk_down_left,02_runtime_exports/characters/player/chr_player_base_walk_down_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_walk_down_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_interact_down,02_runtime_exports/characters/player/chr_player_base_interact_down_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_interact_down; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_interact_down_right,02_runtime_exports/characters/player/chr_player_base_interact_down_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_interact_down_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_interact_right,02_runtime_exports/characters/player/chr_player_base_interact_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_interact_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_interact_up_right,02_runtime_exports/characters/player/chr_player_base_interact_up_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_interact_up_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_interact_up,02_runtime_exports/characters/player/chr_player_base_interact_up_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_interact_up; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_interact_up_left,02_runtime_exports/characters/player/chr_player_base_interact_up_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_interact_up_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
